nama;noreg
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0211
RADIO LIGOWAVE DLB 5-20;B2WS03W30102A0044
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1341
10km max distance, 1310nm, 10Gbit/s, dual fiber, single- mode, DDM, RoHS, commercial;B2WN0286151MA1165
SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0190
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0135
Transceiver BIDI SFP+ 10G Tx1330nm 20km DDM;B2WN00A0126MA0307
QSFP28 packaging, 100 Gbit/s, 10 km, dual fibers, LC interface, with LAN-WDM wavelength of 1295.56/1300.05/1304.58/1309.14 nm, c;B2WN00A0093MA0199
QSFP28 packaging, 100 Gbit/s, 10 km, dual fibers, LC interface, with LAN-WDM wavelength of 1295.56/1300.05/1304.58/1309.14 nm, c;B2WN00A0093MA0196
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1286
BIDI SFP+ TX1270nm 20KM LC;B2WN00A0125MA0013
6COM SFP+ 10G LR 1310nm;B2WN0286824MA0085
Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0011
SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0123
10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1346
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1284
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1345
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0123
10 Gbit/s , 10km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP+ transceiver module;B2WN00A0002MA0165
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1281
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0211
ADAPTOR 12V 1A;B2WN0150153MA3325B
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4422
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5554
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2558
ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A2338
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5454
FORTINET 100F-22 X GE RJ45 PORTS (INCL. 2XWAN PORTS, 1XDMZ PORT, 1XMGT PORT, 2XHA PORTS, 16X SWITCH PORTS WITH 4 SFP PORT SHARED;B2WN0286188MA0205
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0495
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA6363
ADAPTOR 12V 1A;B2WN0150153MA3249B
FORTIGATE 60F;B2WN0286496MA0066
ADAPTOR 12V 1A;B2WN0150153MA3129B
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA2049
ADAPTOR 12V 1A;B2WN0150153MA3032B
22 x GE RJ45 ports (including 2 x WAN ports, 1 x DMZ port, 1 x Mgmt port, 2 x HA ports, 16 x switch ports with 4 SFP port shared;B2WN0286188MA0440
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA2820
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01886
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5671
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5827
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4843
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4847
ADAPTOR 12V 1A;B2WN0150153MA2546B
ADAPTOR 12V 1A;B2WN0150153MA2411B
ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A2579
ADAPTOR 12V 1A;B2WN0150153MA3237B
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA3261
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4550
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5675
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01147
FortiGate 40F;B2WN0286418MA1301
ADAPTOR 12V 1A;B2WN0150153MA3226B
ONT ISCOM HT-803G-07 ( PN - );B2WN0100046201935
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5835
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0683
ADAPTOR 12V 1A;B2WN0150153MA3804B
ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A3214
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04441
22 x GE RJ45 ports (including 2 x WAN ports, 1 x DMZ port, 1 x Mgmt port, 2 x HA ports, 16 x switch ports with 4 SFP port shared;B2WN0286188MA0373
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3081
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5658
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01188
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5834
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0601
FORTINET FORTIGATE 501E (2 X 10GE SFP+ SLOTS,10 X RJ45 PORTS);B2WN02850106A0003
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01486
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2913
ADAPTOR 12V 1A;B2WN0150153MA3117B
GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4844
FortiWeb-100E, 4 x GE RJ45 ports, 4GB RAM, 1 x 32GB SSD Storage;B2WN0287055MA0004
FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0719
FortiGate 40F;B2WN0286418MA0026
ADAPTOR 12V 1A;B2WN0150153MA2219B
FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0810
ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A3894
5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports);B2WN00A0029MA0497
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00592
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0283
ADAPTOR 12V 1A;B2WN0150153MA3090B
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01326
Mikrotik RB760iGS (hEX S);B2WN0286872MA2579
Mikrotik RB 760 GS (Hex s);B2WN0286872MA1174
PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0407B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0473B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0460B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0600B
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0424
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0616B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0426B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0303B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0421B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0692B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0720
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0684B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0690B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0636B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0638
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0560B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0636
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0462
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0399B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0047
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0783B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0690
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0497
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0784
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0379B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0823B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0689
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0770B
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0477
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00050
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00076
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04435
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00860
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00242
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04771
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2543
FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0845
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00034
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00308
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01043
ONT 4GE + 2 POST + WIFI (3RD PRTY CIG) ( PN - );B2WN0100044000112
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00047
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00539
GPON ONT,G-93T1;B2WN0100044D00100
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01794
GPON ONT,G-93T1;B2WN0100044D00219
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00075
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0008
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3429
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00743
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01572
3RD PARTY GPON ONT WITH 4FE + 2 POTS ( PN - 177-80001 ) ( PN - 177-80001 );B2WN0100041W00288
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00938
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00295
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04998
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X02138
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01359
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00866
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2556
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00183
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00068
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0610
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00478
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00043
ONT ISCOM HT-803G-07 ( PN - );B2WN0100046200166
FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00720
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01323
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2914
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01185
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03171
Versa SASE cloud service gateway 150 mini desktop network appliance, comeswith external power supply, country specific power cor;B2WN00A0558MA0043
DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010305710
CAMERA CCTV;B4RT0B00010300056
LNA AMPLUS CBD N;B2WS038C020200012
RIVERBED CX255P;B2WN0100044T00048
RIVERBED CX255U;B2WN0100042Q00144
RIVERBED CXA 770M;B2WN0100043400006
LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I11020
TABLET FOR VSAT MOUNTING AUTO POINTING;B2WS0100013X00202
TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016P00062
EMERGENCY CONTROL PAKARTEL;B2WS0100016O00042
RIVERBED CX255U;B2WN0100042Q00176
LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I07778
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300616
RIVERBED CX255P;B2WN0100044T00084
TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016PA0153
TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016PA0110
LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I03606
CONTROLLER MOUNTING VSAT AUTO POINTING TYPE 2 PKTL;B2WS0100014N00029
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300845
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302945
X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0588
X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0621
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300933
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303571
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300645
RIVERBED CX255U;B2WN0100042Q00122
EMERGENCY CONTROL PAKARTEL;B2WS0100016OA0059
TABLET FOR VSAT MOUNTING AUTO POINTING;B2WS0100013X00074
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302728
X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0591
EMERGENCY CONTROL PAKARTEL;B2WS0100016O00021
SWITCHING SYSTEM PAKARTEL;B2WS0138052MA0016
CISCO IP PHONE 8845;B2WN02310440A0229
KEYBOARD;B4PK0O00020100006
CISCO IP PHONE 8845;B2WN02310440A0162
CISCO IP PHONE 8845;B2WN02310440A0398
CISCO IP PHONE 7821;B2WN0231042KA0200
PROFESSIONAL IP PHONE;B4PK0700010R00282
PROFESSIONAL IP PHONE;B4PK0700010R00961
CISCO IP PHONE 8845;B2WN02310440A0240
CISCO IP PHONE 8845;B2WN02310440A0262
CISCO IP PHONE 8845;B2WN02310440A0369
CISCO IP PHONE 8845;B2WN02310440A0185
IP PHONE YEALINK SIP-T23G;B2IS0113011B00005
KEYBOARD 104 USB;B1AC0400000900148
CISCO IP PHONE 7821;B2WN0231042KA0008
MODEM HSDPA;B2WN0100040N01487
CISCO IP PHONE 7821;B2WN0231042KA0019
MODEM HSDPA;B2WN0100040N01478
CISCO IP PHONE 8845;B2WN02310440A0217
IP PHONE;B4PK0700011600059
CISCO IP PHONE 8845;B2WN02310440A0191
MODEM HSDPA;B2WN0100040N01403
CISCO IP PHONE 7821;B2WN0231042KA0015
KEYBOARD 104 USB;B1AC0400000900144
KEYBOARD 104 USB;B1AC0400000900122
CISCO IP PHONE 8845;B2WN02310440A0309
CISCO IP PHONE 8845;B2WN02310440A0151
CISCO IP PHONE 8845;B2WN02310440A0031
CISCO IP PHONE 8845;B2WN02310440A0389
CISCO IP PHONE 7821;B2WN0231042KA0191
NOTEBOOK;B1LT0000000600445
MODEM HSDPA;B2WN0100040N01160
MODEM HSDPA;B2WN0100040N01429
MODEM HSDPA;B2WN0100040N01475
CISCO IP PHONE 7821;B2WN0231042KA0338
PROFESSIONAL IP PHONE;B4PK0700011B00211
PROFESSIONAL IP PHONE;B4PK0700010R00249
CISCO IP PHONE 7821;B2WN0231042KA0017
CISCO IP PHONE 7821;B2WN0231042KA0333
IP PHONE YEALINK SIP-T23G;B2IS0113011B00002
MODEM HSDPA;B2WN0100040N01400
CISCO IP PHONE 8845;B2WN02310440A0003
CISCO IP PHONE 7821;B2WN0231042KA0146
CISCO IP PHONE 8845;B2WN02310440A0169
PROFESSIONAL IP PHONE;B4PK0700010R00269
PROFESSIONAL IP PHONE;B4PK0700010R00127
CISCO IP PHONE 8845;B2WN02310440A0097
KEYBOARD 104 USB;B1AC0400000900137
KEYBOARD 104 USB;B1AC0400000900120
ENTRY LEVEL IP PHONE;B4PK0700010S00185
CISCO IP PHONE 7821;B2WN0231042KA0002
CISCO IP PHONE 8845;B2WN02310440A0223
CISCO IP PHONE 8845;B2WN02310440A0272
PROFESSIONAL IP PHONE;B4PK0700010R00262
CISCO IP PHONE 8845;B2WN02310440A0283
CISCO IP PHONE 8845;B2WN02310440A0348
MODEM HSDPA;B2WN0100040N01346
IP PHONE;B4PK0700011600095
CISCO IP PHONE 8845;B2WN02310440A0197
CISCO IP PHONE 8845;B2WN02310440A0108
CISCO IP PHONE 7821;B2WN0231042KA0385
CISCO IP PHONE 8845;B2WN02310440A0214
PROFESSIONAL IP PHONE;B4PK0700010R00246
CISCO IP PHONE 8845;B2WN02310440A0085
CISCO IP PHONE 7821;B2WN0231042KA0027
CISCO IP PHONE 8845;B2WN02310440A0061
CISCO IP PHONE 8845;B2WN02310440A0056
CISCO IP PHONE 7821;B2WN0231042KA0036
CISCO IP PHONE 8845;B2WN02310440A0361
CISCO IP PHONE 8845;B2WN02310440A0410
PROFESSIONAL IP PHONE;B4PK0700011B00094
KEYBOARD 104 USB;B1AC0400000900141
CISCO IP PHONE 7821;B2WN0231042KA0085
CISCO IP PHONE 7821;B2WN0231042KA0362
CISCO IP PHONE 8845;B2WN02310440A0277
PROFESSIONAL IP PHONE;B4PK0700010R01074
CISCO IP PHONE 8845;B2WN02310440A0036
CISCO IP PHONE 8845;B2WN02310440A0134
CISCO IP PHONE 8845;B2WN02310440A0030
MODEM HSDPA;B2WN0100040N01328
KEYBOARD 104 USB;B1AC0400000900054
IP PHONE;B4PK0700011600011
CISCO IP PHONE 8845;B2WN02310440A0317
CISCO IP PHONE 7821;B2WN0231042KA0140
CISCO IP PHONE 8845;B2WN02310440A0249
Cisco IP Phone 8851;B2WN0286099MA0057
CISCO IP PHONE 7821;B2WN0231042KA0379
CISCO IP PHONE 7821;B2WN0231042KA0011
KEYBOARD;B4PK0O00020100007
CISCO IP PHONE 7821;B2WN0231042KA0111
KEYBOARD 104;B1AC0400000300535
IP PHONE;B4PK0700011600094
CISCO IP PHONE 7821;B2WN0231042KA0147
CISCO IP PHONE 8845;B2WN02310440A0083
CISCO IP PHONE 8845;B2WN02310440A0270
EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800335
CATALYST 2960-X 48 GIGE, 4 X 1G SFP, LAN BASE ( PN - C2960X-48TS-L );B2WN0231042T00069
AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0011
AC Power Supply for Cisco ISR 4330;B2WN0150039MA0094
AC Power Supply for Cisco ISR 4330;B2WN0150039MA0034
AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0020
AC Power Supply for Cisco ISR 4320;B2WN0150107MA0177
CISCO CATALYST 3560 24 ETHERNET 10/100 PORTS AND 2 SMALL FORM-FACTOR PLUGGABLE (SFP) PORTS;B2WN0131041100031
CATALYST 2960-X 24 GIGE POE 370W 4 X 1G SFP LAN BASE ( PN - WS-C2960X-24PS-L );B2WN0231042P00163
CATALYST CISCO 24 PORT;B2WN0231030500001M
CATALYST 3560V2 48 10/100 + 4SFP +IPB (STANDARD) IMAGE;B2WN0231041500007
CISCO CATALYST 3850 24 PORT DATA IP SERVICES ( PN - WS-C3850-24T-E );B2WN0231042R00005
CISCO 2811 W/ AC PWR,2FE,4HWICS;B2WN0131040W00208
CISCO CATALYST 2960 24 10/100 + 2 10/100/1000, LAN BASE IMAGE;B2WN0131041000038
CISCO 4321+WAAS;B2WN0131047800308
CISCO 1921 MODULAR ROUTER,2GE 2 EHWIC IP BASE;B2WN0131042L00653
CISCO1811/K9DUAL ETHERNET SECURITY ROUTER WITH V.92;B2WN0131041N00722
CISCO 4321+WAAS;B2WN0131047800281
CISCO 892FSP 1GE;B2WN0131047K00117
CISCO 892FSP 1GE;B2WN0131047K00541
CISCO 892FSP 1GE;B2WN0131047K00841
CISCO 2911 W/3 GE,4 EHWIC,2DSP,1SM,256MB CF,512MB DRAM,IPB;B2WN0131042M00160
CISCO SECURITY ROUTER CISCO 877 ( PN - CISCO 877 K-9 );B2WN0131042200668
CISCO 892FSP+WAAS ( PN - );B2WN0131047700134
CISCO 2911 W/3 GE,4 EHWIC,2DSP,1SM,256MB CF,512MB DRAM,IPB;B2WN0131042M00358
CISCO 892FSP 1GE;B2WN0131047K00324
CISCO 2911 W/3 GE,4 EHWIC,2DSP,1SM,256MB CF,512MB DRAM,IPB;B2WN0131042M00294
CISCO 2911 W/3 GE,4 EHWIC,2DSP,1SM,256MB CF,512MB DRAM,IPB;B2WN0131042M00580
CISCO 892FSP 1GE;B2WN0131047K00170
CISCO 892FSP 1GE;B2WN0131047KA0115
CISCO 4321+WAAS;B2WN0131047800105
ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A1935
SWITCH ISCOM 2624G,REDUNDANT AC POWER;B2WN0262020TA0089
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3193
DC-POE DEVICE, WITH 20VDC-60VDC POWER RADWIN;B2WS0391020300076
ONT ISCOM HT-803G-07 ( PN - );B2WN0100046202026
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0129
3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00466
ADAPTOR 12V 1A;B2WN0150153MA9372
Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA2606
UBIQUITY UAP-nanoHD;B2WS0200141MA0427
ONT 4GE + 2 POST + WIFI (3RD PRTY CIG) ( PN - );B2WN0100044000707
POE-48 24 W-G;B2WS0200068MA0592
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00010
WIFI EnGenius EWS357-FIT;B2WS0391308MA0008
MR 12-HW;B2WS0200012F00080
ACCESS POINT AP UNIFY INDOOR;B2WS0200011R00002
SUNDRAY  S372X Wireless Access Point;B2WS0391178MA0238
UBIQUITI UNIFI ACCESS POINT;B2WS0300021800101
MR 12-HW;B2WS0200012F00088
SUNDRAY  S372X Wireless Access Point;B2WS0391178MA0271
POE-48 24 W-G;B2WS0200068MA0591
WIRELESS ROUTER 3G/4G (TP-LINK);B2WN0100044F00002
UBIQUITI UNIFI ACCESS POINT;B2WS0300021800102
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00047
UBIQUITY UAP-AC-PRO;B2WS0200067MA0592
WIFI EnGenius EWS357-FIT;B2WS0391308MA0007
MR 12-HW;B2WS0200012F00052
UBIQUITY UAP-nanoHD;B2WS0200141MA0455
POE UBIQUITY UAP-NANOHD;B2WS0200143MA0183B
MR 12-HW;B2WS0200012F00074
UNIFI UAP-AC-M-PRO;B2WN0286125MA1389
UBIQUITY UAP-nanoHD;B2WS0200141MA0078
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00099
UBIQUITY UAP-nanoHD;B2WS0200141MA0440
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00068
UBIQUITI UNIFI ACCESS POINT;B2WS0300021800103
ONT 4GE + 2 POST + WIFI (3RD PRTY CIG) ( PN - );B2WN0100044000166
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00130
UAP AC PRO;B2WN0286011MB0002
UBIQUITY UAP-AC-PRO;B2WS0200067MA0591
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0043
Sundray PoE injector 30W  802.3at gigabit;B2WS0200100MA0184
HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0361
ONT 4GE + 2 POST + WIFI (3RD PRTY CIG) ( PN - );B2WN0100044000167
POE UBIQUITY UAP-NANOHD;B2WS0200143MA0196B
TP-LINK TL-WR841N;B2WN0100044I00158
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0002
MR 12-HW;B2WS0200012F00079
UBIQUITY UAP-nanoHD;B2WS0200141MA0421
UAP AC PRO;B2WN0286011MA0002
TP LINK OUTDOOR CPE ( PN - CPE210 );B2WN0200020Z00006
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0032
POE UBIQUITY UAP-NANOHD;B2WS0200143MA0191B
MR 12-HW;B2WS0200012F00062
MR 12-HW;B2WS0200012F00078
WIRELESS ROUTER 3G/4G (TP-LINK);B2WN0100044F00059
Aruba AP-505 (RW) Unified AP;B2WS05A0075MA0490
MINI SWITCH HUB 5 PORT;B2WN0286320MA0004
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300208
ETHERNET SWITCH,16-PORTS,10/10;B2WN017V010800011
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0675
